"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"06/22/2019","1229","Census Tract 207302","1229","Census Tract 207302",211,89,500,,,,,,,,,,211,89,500,,,
"06/23/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"06/24/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"06/25/2019","1229","Census Tract 207302","1229","Census Tract 207302",98,62,154,,,,,,,,,,98,62,154,,,
"06/26/2019","1229","Census Tract 207302","1229","Census Tract 207302",156,68,357,,,,,,,,,,156,68,357,,,
"06/27/2019","1229","Census Tract 207302","1229","Census Tract 207302",118,84,166,,,,,,,,,,118,84,166,,,
"06/28/2019","1229","Census Tract 207302","1229","Census Tract 207302",152,54,420,,,,,,,,,,152,54,420,,,
"06/29/2019","1229","Census Tract 207302","1229","Census Tract 207302",184,90,376,,,,,,,,,,184,90,376,,,
"07/01/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"07/02/2019","1229","Census Tract 207302","1229","Census Tract 207302",102,42,243,,,,,,,,,,102,42,243,,,
"07/03/2019","1229","Census Tract 207302","1229","Census Tract 207302",143,56,364,,,,,,,,,,143,56,364,,,
"07/04/2019","1229","Census Tract 207302","1229","Census Tract 207302",130,47,356,,,,,,,,,,130,47,356,,,
"07/05/2019","1229","Census Tract 207302","1229","Census Tract 207302",164,52,512,,,,,,,,,,164,52,512,,,
"07/06/2019","1229","Census Tract 207302","1229","Census Tract 207302",141,63,317,,,,,,,,,,141,63,317,,,
"07/07/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"07/08/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"07/09/2019","1229","Census Tract 207302","1229","Census Tract 207302",128,101,163,,,,,,,,,,128,101,163,,,
"07/10/2019","1229","Census Tract 207302","1229","Census Tract 207302",243,75,787,,,,,,,,,,243,75,787,,,
"07/11/2019","1229","Census Tract 207302","1229","Census Tract 207302",127,94,170,,,,,,,,,,127,94,170,,,
"07/12/2019","1229","Census Tract 207302","1229","Census Tract 207302",192,74,495,,,,,,,,,,192,74,495,,,
"07/13/2019","1229","Census Tract 207302","1229","Census Tract 207302",150,73,306,,,,,,,,,,150,73,306,,,
"07/14/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"07/15/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"07/16/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"07/17/2019","1229","Census Tract 207302","1229","Census Tract 207302",241,150,387,,,,,,,,,,241,150,387,,,
"07/18/2019","1229","Census Tract 207302","1229","Census Tract 207302",185,68,501,,,,,,,,,,185,68,501,,,
"07/19/2019","1229","Census Tract 207302","1229","Census Tract 207302",132,47,370,,,,,,,,,,132,47,370,,,
"07/20/2019","1229","Census Tract 207302","1229","Census Tract 207302",167,78,355,,,,,,,,,,167,78,355,,,
"07/21/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"07/22/2019","1229","Census Tract 207302","1229","Census Tract 207302",108,45,261,,,,,,,,,,108,45,261,,,
"07/23/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"07/24/2019","1229","Census Tract 207302","1229","Census Tract 207302",80,34,185,,,,,,,,,,80,34,185,,,
"07/25/2019","1229","Census Tract 207302","1229","Census Tract 207302",133,55,322,,,,,,,,,,133,55,322,,,
"07/26/2019","1229","Census Tract 207302","1229","Census Tract 207302",162,62,426,,,,,,,,,,162,62,426,,,
"07/27/2019","1229","Census Tract 207302","1229","Census Tract 207302",138,72,262,,,,,,,,,,138,72,262,,,
"07/28/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"07/29/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"07/30/2019","1229","Census Tract 207302","1229","Census Tract 207302",289,66,1271,,,,,,,,,,289,66,1271,,,
"08/01/2019","1229","Census Tract 207302","1229","Census Tract 207302",205,104,403,,,,,,,,,,205,104,403,,,
"08/02/2019","1229","Census Tract 207302","1229","Census Tract 207302",192,84,439,,,,,,,,,,192,84,439,,,
"08/03/2019","1229","Census Tract 207302","1229","Census Tract 207302",206,70,601,,,,,,,,,,206,70,601,,,
"08/04/2019","1229","Census Tract 207302","1229","Census Tract 207302",239,126,452,,,,,,,,,,239,126,452,,,
"08/05/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/06/2019","1229","Census Tract 207302","1229","Census Tract 207302",346,183,655,,,,,,,,,,346,183,655,,,
"08/07/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/08/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/09/2019","1229","Census Tract 207302","1229","Census Tract 207302",150,59,380,,,,,,,,,,150,59,380,,,
"08/10/2019","1229","Census Tract 207302","1229","Census Tract 207302",230,77,685,,,,,,,,,,230,77,685,,,
"08/11/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/12/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/13/2019","1229","Census Tract 207302","1229","Census Tract 207302",227,61,842,,,,,,,,,,227,61,842,,,
"08/14/2019","1229","Census Tract 207302","1229","Census Tract 207302",185,96,356,,,,,,,,,,185,96,356,,,
"08/15/2019","1229","Census Tract 207302","1229","Census Tract 207302",229,61,850,,,,,,,,,,229,61,850,,,
"08/16/2019","1229","Census Tract 207302","1229","Census Tract 207302",268,85,842,,,,,,,,,,268,85,842,,,
"08/17/2019","1229","Census Tract 207302","1229","Census Tract 207302",238,101,562,,,,,,,,,,238,101,562,,,
"08/18/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/19/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/20/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/21/2019","1229","Census Tract 207302","1229","Census Tract 207302",242,106,549,,,,,,,,,,242,106,549,,,
"08/22/2019","1229","Census Tract 207302","1229","Census Tract 207302",105,43,255,,,,,,,,,,105,43,255,,,
"08/23/2019","1229","Census Tract 207302","1229","Census Tract 207302",198,54,728,,,,,,,,,,198,54,728,,,
"08/24/2019","1229","Census Tract 207302","1229","Census Tract 207302",174,73,414,,,,,,,,,,174,73,414,,,
"08/25/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/27/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/28/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"08/29/2019","1229","Census Tract 207302","1229","Census Tract 207302",140,53,372,,,,,,,,,,140,53,372,,,
"08/30/2019","1229","Census Tract 207302","1229","Census Tract 207302",171,61,478,,,,,,,,,,171,61,478,,,
