"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1229","Census Tract 207302","765","Census Tract 109300","1/6/2019 - 31/8/2019, Every day, Daily Average",2321,1679,3208
"1229","Census Tract 207302","766","Census Tract 109400","1/6/2019 - 31/8/2019, Every day, Daily Average",2136,1538,2964
"1229","Census Tract 207302","767","Census Tract 109500","1/6/2019 - 31/8/2019, Every day, Daily Average",2180,1551,3062
"1229","Census Tract 207302","768","Census Tract 109601","1/6/2019 - 31/8/2019, Every day, Daily Average",2033,1475,2802
"1229","Census Tract 207302","770","Census Tract 109604","1/6/2019 - 31/8/2019, Every day, Daily Average",2340,1680,3258
"1229","Census Tract 207302","771","Census Tract 109700","1/6/2019 - 31/8/2019, Every day, Daily Average",2575,1825,3632
"1229","Census Tract 207302","772","Census Tract 109800","1/6/2019 - 31/8/2019, Every day, Daily Average",2521,1974,3218
"1229","Census Tract 207302","774","Census Tract 111201","1/6/2019 - 31/8/2019, Every day, Daily Average",2547,1774,3655
"1229","Census Tract 207302","775","Census Tract 111202","1/6/2019 - 31/8/2019, Every day, Daily Average",2731,2103,3546
"1229","Census Tract 207302","779","Census Tract 111301","1/6/2019 - 31/8/2019, Every day, Daily Average",2837,2182,3686
"1229","Census Tract 207302","795","Census Tract 115101","1/6/2019 - 31/8/2019, Every day, Daily Average",2451,1907,3149
"1229","Census Tract 207302","807","Census Tract 117201","1/6/2019 - 31/8/2019, Every day, Daily Average",2033,1509,2737
"1229","Census Tract 207302","808","Census Tract 117202","1/6/2019 - 31/8/2019, Every day, Daily Average",2338,1673,3265
"1229","Census Tract 207302","809","Census Tract 117301","1/6/2019 - 31/8/2019, Every day, Daily Average",2263,1709,2995
"1229","Census Tract 207302","810","Census Tract 117302","1/6/2019 - 31/8/2019, Every day, Daily Average",2477,1778,3449
"1229","Census Tract 207302","812","Census Tract 117404","1/6/2019 - 31/8/2019, Every day, Daily Average",2270,1590,3239
"1229","Census Tract 207302","813","Census Tract 117405","1/6/2019 - 31/8/2019, Every day, Daily Average",2006,1475,2727
"1229","Census Tract 207302","814","Census Tract 117407","1/6/2019 - 31/8/2019, Every day, Daily Average",1988,1456,2713
