"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1229","Census Tract 207302","2397","Census Tract 543503","1/1/2019 - 1/3/2019, Every day, Daily Average",1655,1141,2399
"1229","Census Tract 207302","2398","Census Tract 543602","1/1/2019 - 1/3/2019, Every day, Daily Average",1765,1223,2546
"1229","Census Tract 207302","2399","Census Tract 543603","1/1/2019 - 1/3/2019, Every day, Daily Average",1866,1290,2697
"1229","Census Tract 207302","2413","Census Tract 600100","1/1/2019 - 1/3/2019, Every day, Daily Average",1512,1019,2242
"1229","Census Tract 207302","2414","Census Tract 600201","1/1/2019 - 1/3/2019, Every day, Daily Average",1473,910,2383
"1229","Census Tract 207302","2415","Census Tract 600202","1/1/2019 - 1/3/2019, Every day, Daily Average",1619,1083,2418
"1229","Census Tract 207302","2416","Census Tract 600302","1/1/2019 - 1/3/2019, Every day, Daily Average",1805,1237,2632
"1229","Census Tract 207302","2417","Census Tract 600303","1/1/2019 - 1/3/2019, Every day, Daily Average",1806,1232,2646
"1229","Census Tract 207302","2418","Census Tract 600304","1/1/2019 - 1/3/2019, Every day, Daily Average",1638,1141,2349
"1229","Census Tract 207302","2419","Census Tract 600400","1/1/2019 - 1/3/2019, Every day, Daily Average",1690,1190,2398
"1229","Census Tract 207302","2420","Census Tract 601302","1/1/2019 - 1/3/2019, Every day, Daily Average",2124,1487,3033
"1229","Census Tract 207302","2422","Census Tract 601502","1/1/2019 - 1/3/2019, Every day, Daily Average",1850,1328,2575
"1229","Census Tract 207302","2423","Census Tract 601600","1/1/2019 - 1/3/2019, Every day, Daily Average",1559,1131,2147
"1229","Census Tract 207302","2424","Census Tract 601700","1/1/2019 - 1/3/2019, Every day, Daily Average",1515,1094,2096
"1229","Census Tract 207302","2426","Census Tract 601802","1/1/2019 - 1/3/2019, Every day, Daily Average",1643,1134,2380
"1229","Census Tract 207302","2427","Census Tract 602200","1/1/2019 - 1/3/2019, Every day, Daily Average",1574,1150,2153
"1229","Census Tract 207302","2429","Census Tract 602509","1/1/2019 - 1/3/2019, Every day, Daily Average",1772,1184,2651
"1229","Census Tract 207302","2430","Census Tract 602700","1/1/2019 - 1/3/2019, Every day, Daily Average",1355,953,1926
"1229","Census Tract 207302","2431","Census Tract 602801","1/1/2019 - 1/3/2019, Every day, Daily Average",1307,910,1877
"1229","Census Tract 207302","2432","Census Tract 602802","1/1/2019 - 1/3/2019, Every day, Daily Average",1538,1012,2335
"1229","Census Tract 207302","2433","Census Tract 603702","1/1/2019 - 1/3/2019, Every day, Daily Average",2193,1534,3133
"1229","Census Tract 207302","2452","Census Tract 701100","1/1/2019 - 1/3/2019, Every day, Daily Average",1578,1090,2283
"1229","Census Tract 207302","2459","Census Tract 702901","1/1/2019 - 1/3/2019, Every day, Daily Average",2070,1492,2871
"1229","Census Tract 207302","2460","Census Tract 703001","1/1/2019 - 1/3/2019, Every day, Daily Average",1794,1281,2511
"1229","Census Tract 207302","2461","Census Tract 703002","1/1/2019 - 1/3/2019, Every day, Daily Average",1848,1349,2529
"1229","Census Tract 207302","2462","Census Tract 703100","1/1/2019 - 1/3/2019, Every day, Daily Average",1689,1188,2401
"1229","Census Tract 207302","2463","Census Tract 703200","1/1/2019 - 1/3/2019, Every day, Daily Average",1685,1221,2324
"1229","Census Tract 207302","2467","Census Tract 800203","1/1/2019 - 1/3/2019, Every day, Daily Average",2634,1391,4987
"1229","Census Tract 207302","2468","Census Tract 800204","1/1/2019 - 1/3/2019, Every day, Daily Average",2635,1836,3779
"1229","Census Tract 207302","2470","Census Tract 800506","1/1/2019 - 1/3/2019, Every day, Daily Average",2323,1739,3101
"1229","Census Tract 207302","2474","Census Tract 930200","1/1/2019 - 1/3/2019, Every day, Daily Average",2234,1758,2837
"1229","Census Tract 207302","2481","Census Tract 011602","1/1/2019 - 1/3/2019, Every day, Daily Average",2447,1643,3643
"1229","Census Tract 207302","2482","Census Tract 086404","1/1/2019 - 1/3/2019, Every day, Daily Average",2296,1600,3294
"1229","Census Tract 207302","2483","Census Tract 086501","1/1/2019 - 1/3/2019, Every day, Daily Average",2412,1635,3557
"1229","Census Tract 207302","2484","Census Tract 086502","1/1/2019 - 1/3/2019, Every day, Daily Average",2431,1594,3706
"1229","Census Tract 207302","2485","Census Tract 086601","1/1/2019 - 1/3/2019, Every day, Daily Average",2336,1583,3446
"1229","Census Tract 207302","2487","Census Tract 086701","1/1/2019 - 1/3/2019, Every day, Daily Average",2227,1512,3279
"1229","Census Tract 207302","2489","Census Tract 086801","1/1/2019 - 1/3/2019, Every day, Daily Average",2241,1498,3351
"1229","Census Tract 207302","2490","Census Tract 086802","1/1/2019 - 1/3/2019, Every day, Daily Average",2270,1601,3218
"1229","Census Tract 207302","2498","Census Tract 087102","1/1/2019 - 1/3/2019, Every day, Daily Average",2337,1663,3282
"1229","Census Tract 207302","2500","Census Tract 087105","1/1/2019 - 1/3/2019, Every day, Daily Average",2424,1735,3386
"1229","Census Tract 207302","2501","Census Tract 087106","1/1/2019 - 1/3/2019, Every day, Daily Average",2507,1800,3491
"1229","Census Tract 207302","2541","Census Tract 110302","1/1/2019 - 1/3/2019, Every day, Daily Average",2736,1756,4262
"1229","Census Tract 207302","2544","Census Tract 110401","1/1/2019 - 1/3/2019, Every day, Daily Average",2184,1515,3147
"1229","Census Tract 207302","2546","Census Tract 110500","1/1/2019 - 1/3/2019, Every day, Daily Average",2067,1431,2983
"1229","Census Tract 207302","2547","Census Tract 110603","1/1/2019 - 1/3/2019, Every day, Daily Average",2035,1396,2965
"1229","Census Tract 207302","2549","Census Tract 110606","1/1/2019 - 1/3/2019, Every day, Daily Average",2019,1382,2948
"1229","Census Tract 207302","2577","Census Tract 001802","1/1/2019 - 1/3/2019, Every day, Daily Average",2269,1467,3509
"1229","Census Tract 207302","2580","Census Tract 001903","1/1/2019 - 1/3/2019, Every day, Daily Average",2326,1488,3634
"1229","Census Tract 207302","2596","Census Tract 086701","1/1/2019 - 1/3/2019, Every day, Daily Average",2149,1449,3185
"1229","Census Tract 207302","2597","Census Tract 086801","1/1/2019 - 1/3/2019, Every day, Daily Average",2193,1522,3159
"1229","Census Tract 207302","2598","Census Tract 086802","1/1/2019 - 1/3/2019, Every day, Daily Average",2231,1567,3174
"1229","Census Tract 207302","2599","Census Tract 110401","1/1/2019 - 1/3/2019, Every day, Daily Average",2132,1487,3055
"1229","Census Tract 207302","2620","Census Tract 099906","1/1/2019 - 1/3/2019, Every day, Daily Average",2662,1881,3766
"1229","Census Tract 207302","2647","Census Tract 110115","1/1/2019 - 1/3/2019, Every day, Daily Average",2745,1774,4245
"1229","Census Tract 207302","2652","Census Tract 110006","1/1/2019 - 1/3/2019, Every day, Daily Average",2166,1532,3061
"1229","Census Tract 207302","2653","Census Tract 110007","1/1/2019 - 1/3/2019, Every day, Daily Average",2223,1575,3137
"1229","Census Tract 207302","2658","Census Tract 110108","1/1/2019 - 1/3/2019, Every day, Daily Average",2131,1509,3008
"1229","Census Tract 207302","2664","Census Tract 099502","1/1/2019 - 1/3/2019, Every day, Daily Average",2639,1838,3787
"1229","Census Tract 207302","2667","Census Tract 099509","1/1/2019 - 1/3/2019, Every day, Daily Average",2396,1706,3363
"1229","Census Tract 207302","2671","Census Tract 110007","1/1/2019 - 1/3/2019, Every day, Daily Average",2429,1694,3481
"1229","Census Tract 207302","2672","Census Tract 110008","1/1/2019 - 1/3/2019, Every day, Daily Average",2462,1722,3518
"1229","Census Tract 207302","2673","Census Tract 110012","1/1/2019 - 1/3/2019, Every day, Daily Average",2642,1862,3746
"1229","Census Tract 207302","2691","Census Tract 099602","1/1/2019 - 1/3/2019, Every day, Daily Average",2838,2021,3983
"1229","Census Tract 207302","2694","Census Tract 099902","1/1/2019 - 1/3/2019, Every day, Daily Average",2815,2000,3961
