"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"11/10/2019","1229","Census Tract 207302","1229","Census Tract 207302",238,139,407,,,,,,,,,,238,139,407,,,
"11/11/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"11/12/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"11/13/2019","1229","Census Tract 207302","1229","Census Tract 207302",209,95,457,,,,,,,,,,209,95,457,,,
"11/14/2019","1229","Census Tract 207302","1229","Census Tract 207302",197,67,578,,,,,,,,,,197,67,578,,,
"11/15/2019","1229","Census Tract 207302","1229","Census Tract 207302",161,56,463,,,,,,,,,,161,56,463,,,
"11/16/2019","1229","Census Tract 207302","1229","Census Tract 207302",159,72,354,,,,,,,,,,159,72,354,,,
"11/17/2019","1229","Census Tract 207302","1229","Census Tract 207302",130,73,233,,,,,,,,,,130,73,233,,,
"11/18/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"11/19/2019","1229","Census Tract 207302","1229","Census Tract 207302",103,65,162,,,,,,,,,,103,65,162,,,
"11/20/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"11/21/2019","1229","Census Tract 207302","1229","Census Tract 207302",335,103,1080,,,,,,,,,,335,103,1080,,,
"11/22/2019","1229","Census Tract 207302","1229","Census Tract 207302",234,81,674,,,,,,,,,,234,81,674,,,
"11/23/2019","1229","Census Tract 207302","1229","Census Tract 207302",224,113,444,,,,,,,,,,224,113,444,,,
"11/24/2019","1229","Census Tract 207302","1229","Census Tract 207302",135,60,306,,,,,,,,,,135,60,306,,,
"11/25/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"11/26/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"11/27/2019","1229","Census Tract 207302","1229","Census Tract 207302",200,87,460,,,,,,,,,,200,87,460,,,
"11/28/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"11/29/2019","1229","Census Tract 207302","1229","Census Tract 207302",189,103,345,,,,,,,,,,189,103,345,,,
"09/01/2019","1229","Census Tract 207302","1229","Census Tract 207302",138,44,432,,,,,,,,,,138,44,432,,,
"09/02/2019","1229","Census Tract 207302","1229","Census Tract 207302",202,47,862,,,,,,,,,,202,47,862,,,
"09/03/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"09/04/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"09/05/2019","1229","Census Tract 207302","1229","Census Tract 207302",151,45,496,,,,,,,,,,151,45,496,,,
"09/06/2019","1229","Census Tract 207302","1229","Census Tract 207302",215,82,568,,,,,,,,,,215,82,568,,,
"09/07/2019","1229","Census Tract 207302","1229","Census Tract 207302",147,62,347,,,,,,,,,,147,62,347,,,
"09/08/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"09/09/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"09/10/2019","1229","Census Tract 207302","1229","Census Tract 207302",62,37,104,,,,,,,,,,62,37,104,,,
"09/11/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"09/12/2019","1229","Census Tract 207302","1229","Census Tract 207302",159,89,286,,,,,,,,,,159,89,286,,,
"09/13/2019","1229","Census Tract 207302","1229","Census Tract 207302",269,92,784,,,,,,,,,,269,92,784,,,
"09/14/2019","1229","Census Tract 207302","1229","Census Tract 207302",262,100,686,,,,,,,,,,262,100,686,,,
"09/15/2019","1229","Census Tract 207302","1229","Census Tract 207302",,,,,,,,,,,,,,,,,,
"09/16/2019","1229","Census Tract 207302","1229","Census Tract 207302",105,34,323,,,,,,,,,,105,34,323,,,
